table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
AssociatedParty_classifier,classifier,government,Government,,hl7_rsp_org_type:government,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
AssociatedParty_classifier,classifier,nonprofit,Nonprofit,,hl7_rsp_org_type:nonprofit,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
AssociatedParty_classifier,classifier,industry,Industry,,hl7_rsp_org_type:industry,https://anvilproject.github.io/acr-harmonized-data-model/EnumResearchStudyPartyOrganizationType,EnumResearchStudyPartyOrganizationType
Participant_race,race,american_indian_or_alaskan_native,American Indian or Alaskan Native,,cdc_rec:1002-5,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,asian,Asian,,cdc_rec:2028-9,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,black_or_african_american,Black or African American,,cdc_rec:2054-5,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,native_hawaiian_or_pacific_islander,Native Hawaiian or Other Pacific Islander,,cdc_rec:2076-8,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,white,White,,cdc_rec:2106-3,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,other_race,Other Race,,cdc_rec:2131-1,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,unknown,unknown,,hl7_null:UNK,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
Participant_race,race,asked_but_unknown,asked but unknown,,hl7_null:ASKU,https://anvilproject.github.io/acr-harmonized-data-model/EnumRace,EnumRace
